object_id_a,object_id_b,shared_hub_type,shared_value,group_size
9372,19920,has_artist,Mary Chase Perry|Pewabic Pottery,3
9372,19924,has_artist,Mary Chase Perry|Pewabic Pottery,3
19920,19924,has_artist,Mary Chase Perry|Pewabic Pottery,3
20079,20141,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
20008,20338,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
20092,20338,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
19837,20092,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
19837,20141,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
20052,20092,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
9376,20092,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
19835,20339,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
19837,20335,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
20335,20338,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
20008,20335,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
19835,20092,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
19837,20052,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
9376,20338,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
20335,20339,has_artist,Hugh C. Robertson|Chelsea Keramic Art Works,12
487495,716895,has_artist,Adelaide Alsop Robineau,20
9383,718142,has_artist,Adelaide Alsop Robineau,20
19939,487365,has_artist,Adelaide Alsop Robineau,20
19939,487234,has_artist,Adelaide Alsop Robineau,20
487365,718142,has_artist,Adelaide Alsop Robineau,20
19939,487495,has_artist,Adelaide Alsop Robineau,20
718142,718143,has_artist,Adelaide Alsop Robineau,20
487284,716894,has_artist,Adelaide Alsop Robineau,20
19939,716894,has_artist,Adelaide Alsop Robineau,20
487654,716895,has_artist,Adelaide Alsop Robineau,20
9383,716894,has_artist,Adelaide Alsop Robineau,20
487681,716894,has_artist,Adelaide Alsop Robineau,20
487654,718142,has_artist,Adelaide Alsop Robineau,20
487234,718143,has_artist,Adelaide Alsop Robineau,20
716890,716894,has_artist,Adelaide Alsop Robineau,20
9385,20283,has_artist,Carl Schmidt|Rookwood Pottery Company,3
9385,751871,has_artist,Carl Schmidt|Rookwood Pottery Company,3
20283,751871,has_artist,Carl Schmidt|Rookwood Pottery Company,3
9386,20201,has_artist,"Kate B. Sears|Ceramic Art Company, Trenton, New Jersey",2
9388,20143,has_artist,Jacques Sicard|S. A. Weller Pottery,4
9388,716882,has_artist,Jacques Sicard|S. A. Weller Pottery,4
9388,716883,has_artist,Jacques Sicard|S. A. Weller Pottery,4
20143,716882,has_artist,Jacques Sicard|S. A. Weller Pottery,4
20143,716883,has_artist,Jacques Sicard|S. A. Weller Pottery,4
716882,716883,has_artist,Jacques Sicard|S. A. Weller Pottery,4
9438,784882,has_artist,Tiffany Furnaces|Louis C. Tiffany,2
9574,9575,has_artist,Marc-Louis Emanuel Solon|Minton and Company,2
9679,9680,has_artist,Arthur and Robert Wallpapers,6
9679,9681,has_artist,Arthur and Robert Wallpapers,6
9679,9682,has_artist,Arthur and Robert Wallpapers,6
9679,9683,has_artist,Arthur and Robert Wallpapers,6
9679,9684,has_artist,Arthur and Robert Wallpapers,6
9680,9681,has_artist,Arthur and Robert Wallpapers,6
9680,9682,has_artist,Arthur and Robert Wallpapers,6
9680,9683,has_artist,Arthur and Robert Wallpapers,6
9680,9684,has_artist,Arthur and Robert Wallpapers,6
9681,9682,has_artist,Arthur and Robert Wallpapers,6
9681,9683,has_artist,Arthur and Robert Wallpapers,6
9681,9684,has_artist,Arthur and Robert Wallpapers,6
9682,9683,has_artist,Arthur and Robert Wallpapers,6
9682,9684,has_artist,Arthur and Robert Wallpapers,6
9683,9684,has_artist,Arthur and Robert Wallpapers,6
10015,10016,has_artist,Publius Virgilius Maro,4
10015,10017,has_artist,Publius Virgilius Maro,4
10015,10018,has_artist,Publius Virgilius Maro,4
10016,10017,has_artist,Publius Virgilius Maro,4
10016,10018,has_artist,Publius Virgilius Maro,4
10017,10018,has_artist,Publius Virgilius Maro,4
10412,13651,has_artist,John Scott Bradstreet,2
10524,10537,has_artist,John Singleton Copley,3
10524,19014,has_artist,John Singleton Copley,3
10537,19014,has_artist,John Singleton Copley,3
10600,15579,has_artist,Thomas Seir Cummings,2
10775,10776,has_artist,Savinien Edme Dubourjal,2
11280,229770,has_artist,Robert Jones,2
11985,11986,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11985,11987,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11985,11988,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11985,11990,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11985,11991,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11986,11987,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11986,11988,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11986,11990,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11986,11991,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11987,11988,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11987,11990,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11987,11991,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11988,11990,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11988,11991,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11990,11991,has_artist,Charles Balthazar Julien Févret de Saint-Mémin,6
11989,14206,has_artist,Thomas Bluget De Valdenuit|Charles Balthazar Julien Févret de Saint-Mémin,2
12535,12537,has_artist,Wilhelm Schimmel,4
12535,12538,has_artist,Wilhelm Schimmel,4
12535,12540,has_artist,Wilhelm Schimmel,4
12537,12538,has_artist,Wilhelm Schimmel,4
12537,12540,has_artist,Wilhelm Schimmel,4
12538,12540,has_artist,Wilhelm Schimmel,4
12858,785410,has_artist,Jean-Baptiste Greuze,2
13056,14793,has_artist,Ida F. Clark|Associated Artists,2
13111,13112,has_artist,William Guy Wall,2
13194,13195,has_artist,Carl Friedrich Heinrich Werner,2
13372,14214,has_artist,The Kalo Shop,5
13372,18872,has_artist,The Kalo Shop,5
13372,20264,has_artist,The Kalo Shop,5
13372,789456,has_artist,The Kalo Shop,5
14214,18872,has_artist,The Kalo Shop,5
14214,20264,has_artist,The Kalo Shop,5
14214,789456,has_artist,The Kalo Shop,5
18872,20264,has_artist,The Kalo Shop,5
18872,789456,has_artist,The Kalo Shop,5
20264,789456,has_artist,The Kalo Shop,5
13442,641309,has_artist,Childe Hassam,10
641302,641305,has_artist,Childe Hassam,10
640563,641309,has_artist,Childe Hassam,10
641302,641306,has_artist,Childe Hassam,10
13442,641303,has_artist,Childe Hassam,10
640563,641303,has_artist,Childe Hassam,10
641304,641369,has_artist,Childe Hassam,10
640563,641304,has_artist,Childe Hassam,10
641306,641309,has_artist,Childe Hassam,10
13442,641306,has_artist,Childe Hassam,10
641303,641306,has_artist,Childe Hassam,10
640562,641305,has_artist,Childe Hassam,10
640562,640563,has_artist,Childe Hassam,10
641303,641304,has_artist,Childe Hassam,10
641309,641369,has_artist,Childe Hassam,10
13455,13456,has_artist,Columbian Art Pottery (Morris and Willmore),2
13597,13598,has_artist,Nancy Parker,3
13597,13599,has_artist,Nancy Parker,3
13598,13599,has_artist,Nancy Parker,3
13611,13612,has_artist,Ruth Culver Coleman,2
13620,14052,has_artist,Jane Simonton Chapman,3
13620,14128,has_artist,Jane Simonton Chapman,3
14052,14128,has_artist,Jane Simonton Chapman,3
13646,13648,has_artist,David Daniel Haring,2
14002,14033,has_artist,Cheney Brothers|Associated Artists,17
14021,14036,has_artist,Cheney Brothers|Associated Artists,17
14022,14028,has_artist,Cheney Brothers|Associated Artists,17
14002,14036,has_artist,Cheney Brothers|Associated Artists,17
14007,14022,has_artist,Cheney Brothers|Associated Artists,17
14005,14037,has_artist,Cheney Brothers|Associated Artists,17
14024,14028,has_artist,Cheney Brothers|Associated Artists,17
13662,14022,has_artist,Cheney Brothers|Associated Artists,17
14006,14036,has_artist,Cheney Brothers|Associated Artists,17
13662,14023,has_artist,Cheney Brothers|Associated Artists,17
14005,14007,has_artist,Cheney Brothers|Associated Artists,17
14006,14037,has_artist,Cheney Brothers|Associated Artists,17
14007,14036,has_artist,Cheney Brothers|Associated Artists,17
14021,14032,has_artist,Cheney Brothers|Associated Artists,17
13662,14003,has_artist,Cheney Brothers|Associated Artists,17
13715,13716,has_artist,Jean-Baptiste Huet I,5
13715,189703,has_artist,Jean-Baptiste Huet I,5
13715,229867,has_artist,Jean-Baptiste Huet I,5
13715,229869,has_artist,Jean-Baptiste Huet I,5
13716,189703,has_artist,Jean-Baptiste Huet I,5
13716,229867,has_artist,Jean-Baptiste Huet I,5
13716,229869,has_artist,Jean-Baptiste Huet I,5
189703,229867,has_artist,Jean-Baptiste Huet I,5
189703,229869,has_artist,Jean-Baptiste Huet I,5
229867,229869,has_artist,Jean-Baptiste Huet I,5
13741,13742,has_artist,Keturah Rawlins,2
13743,14058,has_artist,Evelina Hull,2
13761,13762,has_artist,Anderson Brothers,2
13772,13773,has_artist,The American Print Works,2
13836,14942,has_artist,Henry Gardiner,2
13850,15971,has_artist,Candace Wheeler|Cheney Brothers|Associated Artists,2
13913,13914,has_artist,Anna Susan Ruddick Trowbridge,2
13938,13940,has_artist,Edward Sands Frost,3
13938,13954,has_artist,Edward Sands Frost,3
13940,13954,has_artist,Edward Sands Frost,3
13956,13957,has_artist,Lucy Trask Barnard,3
13956,13958,has_artist,Lucy Trask Barnard,3
13957,13958,has_artist,Lucy Trask Barnard,3
13985,13990,has_artist,Bert Edson|North American Lace Company|New England Lace Company,3
13985,13991,has_artist,Bert Edson|North American Lace Company|New England Lace Company,3
13990,13991,has_artist,Bert Edson|North American Lace Company|New England Lace Company,3
13997,13998,has_artist,Associated Artists,5
13997,13999,has_artist,Associated Artists,5
13997,14000,has_artist,Associated Artists,5
13997,14001,has_artist,Associated Artists,5
13998,13999,has_artist,Associated Artists,5
13998,14000,has_artist,Associated Artists,5
13998,14001,has_artist,Associated Artists,5
13999,14000,has_artist,Associated Artists,5
13999,14001,has_artist,Associated Artists,5
14000,14001,has_artist,Associated Artists,5
14008,17543,has_artist,Candace Wheeler|Associated Artists,2
14104,14323,has_artist,Frank Lloyd Wright|F. Schumacher & Co.,4
14104,14830,has_artist,Frank Lloyd Wright|F. Schumacher & Co.,4
14104,16680,has_artist,Frank Lloyd Wright|F. Schumacher & Co.,4
14323,14830,has_artist,Frank Lloyd Wright|F. Schumacher & Co.,4
14323,16680,has_artist,Frank Lloyd Wright|F. Schumacher & Co.,4
14830,16680,has_artist,Frank Lloyd Wright|F. Schumacher & Co.,4
14105,14914,has_artist,Merrimac Mills,2
14106,14110,has_artist,Lydia Young,2
14149,14160,has_artist,Albert Herter|Herter Looms,20
14148,20538,has_artist,Albert Herter|Herter Looms,20
14157,20538,has_artist,Albert Herter|Herter Looms,20
14160,20538,has_artist,Albert Herter|Herter Looms,20
14154,14158,has_artist,Albert Herter|Herter Looms,20
14147,14167,has_artist,Albert Herter|Herter Looms,20
14167,20538,has_artist,Albert Herter|Herter Looms,20
14160,14162,has_artist,Albert Herter|Herter Looms,20
14147,14156,has_artist,Albert Herter|Herter Looms,20
14148,14154,has_artist,Albert Herter|Herter Looms,20
14157,14158,has_artist,Albert Herter|Herter Looms,20
14150,14152,has_artist,Albert Herter|Herter Looms,20
14152,14166,has_artist,Albert Herter|Herter Looms,20
14154,14164,has_artist,Albert Herter|Herter Looms,20
14155,14160,has_artist,Albert Herter|Herter Looms,20
14153,14161,has_artist,Herter Looms|Albert Herter,2
14342,19992,has_artist,Rookwood Pottery Company|Frederick D. H. Rothenbusch,2
14366,14367,has_artist,Lizzie M. Fairchild,2
14372,14373,has_artist,Ravenwood Company|M. Ernle,2
14380,14520,has_artist,Lockwood de Forest|Ahmedabad Wood Carving Company,3
14380,680058,has_artist,Lockwood de Forest|Ahmedabad Wood Carving Company,3
14520,680058,has_artist,Lockwood de Forest|Ahmedabad Wood Carving Company,3
14423,16151,has_artist,Agnes F. Northrop|Louis C. Tiffany|Tiffany Studios,2
14438,19994,has_artist,Samuel Yellin,7
14436,19994,has_artist,Samuel Yellin,7
14439,14928,has_artist,Samuel Yellin,7
14438,16604,has_artist,Samuel Yellin,7
16604,19994,has_artist,Samuel Yellin,7
14436,14928,has_artist,Samuel Yellin,7
14439,19994,has_artist,Samuel Yellin,7
14436,14438,has_artist,Samuel Yellin,7
14928,14929,has_artist,Samuel Yellin,7
14439,14929,has_artist,Samuel Yellin,7
14928,19994,has_artist,Samuel Yellin,7
14439,16604,has_artist,Samuel Yellin,7
14436,14439,has_artist,Samuel Yellin,7
14436,16604,has_artist,Samuel Yellin,7
14436,14929,has_artist,Samuel Yellin,7
14463,14468,has_artist,Robert Graves & Co.,2
14494,15907,has_artist,American Pottery Manufacturing Company,4
14494,20732,has_artist,American Pottery Manufacturing Company,4
14494,668740,has_artist,American Pottery Manufacturing Company,4
15907,20732,has_artist,American Pottery Manufacturing Company,4
15907,668740,has_artist,American Pottery Manufacturing Company,4
20732,668740,has_artist,American Pottery Manufacturing Company,4
14518,14519,has_artist,American Silk Label Manufacturing Company,4
14518,656005,has_artist,American Silk Label Manufacturing Company,4
14518,670605,has_artist,American Silk Label Manufacturing Company,4
14519,656005,has_artist,American Silk Label Manufacturing Company,4
14519,670605,has_artist,American Silk Label Manufacturing Company,4
656005,670605,has_artist,American Silk Label Manufacturing Company,4
14552,14557,has_artist,Joseph H. Merriam,3
14552,14613,has_artist,Joseph H. Merriam,3
14557,14613,has_artist,Joseph H. Merriam,3
14556,14573,has_artist,F. C. Key & Sons,2
14780,14786,has_artist,D. Philips,2
14794,15507,has_artist,Harry Tyler,2
14795,204935,has_artist,"Benjamin Smith, II",2
14805,14806,has_artist,William Lightfoot Price,4
14805,14807,has_artist,William Lightfoot Price,4
14805,14808,has_artist,William Lightfoot Price,4
14806,14807,has_artist,William Lightfoot Price,4
14806,14808,has_artist,William Lightfoot Price,4
14807,14808,has_artist,William Lightfoot Price,4
14944,222094,has_artist,William Morris,5
14944,222341,has_artist,William Morris,5
14944,486587,has_artist,William Morris,5
14944,486588,has_artist,William Morris,5
222094,222341,has_artist,William Morris,5
222094,486587,has_artist,William Morris,5
222094,486588,has_artist,William Morris,5
222341,486587,has_artist,William Morris,5
222341,486588,has_artist,William Morris,5
486587,486588,has_artist,William Morris,5
14995,14996,has_artist,Jean Christophe Alexandre,2
15396,209991,has_artist,Dihl et Guérhard,8
15394,15396,has_artist,Dihl et Guérhard,8
15394,18751,has_artist,Dihl et Guérhard,8
15396,18751,has_artist,Dihl et Guérhard,8
15394,15406,has_artist,Dihl et Guérhard,8
18751,209991,has_artist,Dihl et Guérhard,8
15393,15396,has_artist,Dihl et Guérhard,8
15392,209991,has_artist,Dihl et Guérhard,8
15394,208012,has_artist,Dihl et Guérhard,8
15392,15406,has_artist,Dihl et Guérhard,8
15393,208012,has_artist,Dihl et Guérhard,8
15406,18751,has_artist,Dihl et Guérhard,8
15396,15406,has_artist,Dihl et Guérhard,8
15392,18751,has_artist,Dihl et Guérhard,8
15393,18751,has_artist,Dihl et Guérhard,8
16382,16389,has_artist,Louis C. Tiffany|Tiffany Glass Company,2
16409,16410,has_artist,Louis C. Tiffany|Tiffany Studios|Frederick Wilson,2
16414,17499,has_artist,Frederick Wilson|Louis C. Tiffany|Tiffany Studios,2
20144,716909,has_artist,George E. Ohr,11
19876,20207,has_artist,George E. Ohr,11
19875,20207,has_artist,George E. Ohr,11
19875,718152,has_artist,George E. Ohr,11
20144,20207,has_artist,George E. Ohr,11
19874,19875,has_artist,George E. Ohr,11
16544,19875,has_artist,George E. Ohr,11
19873,20146,has_artist,George E. Ohr,11
19874,716909,has_artist,George E. Ohr,11
19876,716909,has_artist,George E. Ohr,11
16544,19876,has_artist,George E. Ohr,11
16544,19873,has_artist,George E. Ohr,11
19873,20144,has_artist,George E. Ohr,11
20206,20207,has_artist,George E. Ohr,11
20206,716909,has_artist,George E. Ohr,11
16589,16745,has_artist,Marc Schoelcher,2
668741,668744,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
16732,668742,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
668743,668744,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
20745,668739,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
20745,668741,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
20745,668742,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
16732,668741,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
16732,20745,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
668738,668742,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
668738,668739,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
16732,668743,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
668742,668744,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
20745,668744,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
668742,668743,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
20745,668743,has_artist,D. &  J. Henderson Flint Stoneware Manufactory,8
16760,17412,has_artist,Tiffany Studios|Tiffany Glass and Decorating Company|Frederick Wilson,3
16760,17428,has_artist,Tiffany Studios|Tiffany Glass and Decorating Company|Frederick Wilson,3
17412,17428,has_artist,Tiffany Studios|Tiffany Glass and Decorating Company|Frederick Wilson,3
16763,16771,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16763,16972,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16763,16980,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16763,16981,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16763,17056,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16771,16972,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16771,16980,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16771,16981,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16771,17056,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16972,16980,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16972,16981,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16972,17056,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16980,16981,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16980,17056,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16981,17056,has_artist,Tiffany Studios|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,6
16768,17155,has_artist,Tiffany Glass and Decorating Company|Frederick Wilson,3
16768,17217,has_artist,Tiffany Glass and Decorating Company|Frederick Wilson,3
17155,17217,has_artist,Tiffany Glass and Decorating Company|Frederick Wilson,3
16801,18818,has_artist,"Ball, Black & Co.",5
16801,20570,has_artist,"Ball, Black & Co.",5
16801,20571,has_artist,"Ball, Black & Co.",5
16801,20572,has_artist,"Ball, Black & Co.",5
18818,20570,has_artist,"Ball, Black & Co.",5
18818,20571,has_artist,"Ball, Black & Co.",5
18818,20572,has_artist,"Ball, Black & Co.",5
20570,20571,has_artist,"Ball, Black & Co.",5
20570,20572,has_artist,"Ball, Black & Co.",5
20571,20572,has_artist,"Ball, Black & Co.",5
16847,17796,has_artist,George W. Shiebler & Co.,4
16847,20138,has_artist,George W. Shiebler & Co.,4
16847,20139,has_artist,George W. Shiebler & Co.,4
17796,20138,has_artist,George W. Shiebler & Co.,4
17796,20139,has_artist,George W. Shiebler & Co.,4
20138,20139,has_artist,George W. Shiebler & Co.,4
16849,19083,has_artist,Riker Brothers,2
16851,20554,has_artist,Edward Everett Oakes,6
16851,21671,has_artist,Edward Everett Oakes,6
16851,21696,has_artist,Edward Everett Oakes,6
16851,487370,has_artist,Edward Everett Oakes,6
16851,648924,has_artist,Edward Everett Oakes,6
20554,21671,has_artist,Edward Everett Oakes,6
20554,21696,has_artist,Edward Everett Oakes,6
20554,487370,has_artist,Edward Everett Oakes,6
20554,648924,has_artist,Edward Everett Oakes,6
21671,21696,has_artist,Edward Everett Oakes,6
21671,487370,has_artist,Edward Everett Oakes,6
21671,648924,has_artist,Edward Everett Oakes,6
21696,487370,has_artist,Edward Everett Oakes,6
21696,648924,has_artist,Edward Everett Oakes,6
487370,648924,has_artist,Edward Everett Oakes,6
16872,16979,has_artist,James Callowhill|Willets Manufacturing Company,2
17096,17189,has_artist,Tiffany Studios|Frederick Wilson,7
17189,17305,has_artist,Tiffany Studios|Frederick Wilson,7
17189,17424,has_artist,Tiffany Studios|Frederick Wilson,7
17157,17189,has_artist,Tiffany Studios|Frederick Wilson,7
16983,17189,has_artist,Tiffany Studios|Frederick Wilson,7
17157,17300,has_artist,Tiffany Studios|Frederick Wilson,7
17157,17305,has_artist,Tiffany Studios|Frederick Wilson,7
17300,17305,has_artist,Tiffany Studios|Frederick Wilson,7
16983,17096,has_artist,Tiffany Studios|Frederick Wilson,7
17096,17157,has_artist,Tiffany Studios|Frederick Wilson,7
17189,17300,has_artist,Tiffany Studios|Frederick Wilson,7
17305,17424,has_artist,Tiffany Studios|Frederick Wilson,7
16983,17157,has_artist,Tiffany Studios|Frederick Wilson,7
16983,17424,has_artist,Tiffany Studios|Frederick Wilson,7
16983,17305,has_artist,Tiffany Studios|Frederick Wilson,7
17052,17779,has_artist,James Callowhill,3
17052,20758,has_artist,James Callowhill,3
17779,20758,has_artist,James Callowhill,3
17183,17283,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17283,17378,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17154,17373,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17363,17394,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17292,17498,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17154,17436,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17123,17425,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17090,17129,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17082,17227,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17129,17373,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17097,17185,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17292,17328,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17185,17227,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17334,17378,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17131,17334,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,29
17134,17206,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17205,17413,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17134,17264,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17168,17206,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17264,17426,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17205,17264,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17168,17264,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17134,17205,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17168,17205,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17134,17413,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17134,17426,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17264,17413,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17168,17426,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17413,17426,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17134,17168,has_artist,Louis C. Tiffany|Tiffany Studios|Tiffany Glass and Decorating Company|Tiffany Glass Company,7
17214,17365,has_artist,Tiffany Glass Company|Tiffany Glass and Decorating Company|Louis C. Tiffany|Tiffany Studios,2
17368,17369,has_artist,Cecilia Beaux,2
17449,17451,has_artist,Henry E. Sharp,2
17457,430978,has_artist,Candace Wheeler,2
17546,17547,has_artist,Simeon Skillin|John Skillin,2
17797,356028,has_artist,Reed & Barton,2
18819,18820,has_artist,Severin Roesen,2
19022,461568,has_artist,Unknown Artist,3
19022,489921,has_artist,Unknown Artist,3
461568,489921,has_artist,Unknown Artist,3
19435,19436,has_artist,Percy Gray,2
19712,19755,has_artist,Carson and Barnum,2
19776,19780,has_artist,George A. Schastey|George A. Schastey & Co.,3
19776,631000,has_artist,George A. Schastey|George A. Schastey & Co.,3
19780,631000,has_artist,George A. Schastey|George A. Schastey & Co.,3
19777,19779,has_artist,George A. Schastey & Co.|George A. Schastey,6
19777,19781,has_artist,George A. Schastey & Co.|George A. Schastey,6
19777,20415,has_artist,George A. Schastey & Co.|George A. Schastey,6
19777,20498,has_artist,George A. Schastey & Co.|George A. Schastey,6
19777,20499,has_artist,George A. Schastey & Co.|George A. Schastey,6
19779,19781,has_artist,George A. Schastey & Co.|George A. Schastey,6
19779,20415,has_artist,George A. Schastey & Co.|George A. Schastey,6
19779,20498,has_artist,George A. Schastey & Co.|George A. Schastey,6
19779,20499,has_artist,George A. Schastey & Co.|George A. Schastey,6
19781,20415,has_artist,George A. Schastey & Co.|George A. Schastey,6
19781,20498,has_artist,George A. Schastey & Co.|George A. Schastey,6
19781,20499,has_artist,George A. Schastey & Co.|George A. Schastey,6
20415,20498,has_artist,George A. Schastey & Co.|George A. Schastey,6
20415,20499,has_artist,George A. Schastey & Co.|George A. Schastey,6
20498,20499,has_artist,George A. Schastey & Co.|George A. Schastey,6
19815,19816,has_artist,Matthew Pratt,2
