object_id_a,object_id_b,shared_hub_type,shared_value,group_size
2352,7065,has_artist,James Gillinder and Sons,18
33,5340,has_artist,James Gillinder and Sons,18
2677,7065,has_artist,James Gillinder and Sons,18
2677,2678,has_artist,James Gillinder and Sons,18
2676,7065,has_artist,James Gillinder and Sons,18
2675,2678,has_artist,James Gillinder and Sons,18
2352,5526,has_artist,James Gillinder and Sons,18
5800,14269,has_artist,James Gillinder and Sons,18
2352,5340,has_artist,James Gillinder and Sons,18
14270,14272,has_artist,James Gillinder and Sons,18
5523,5524,has_artist,James Gillinder and Sons,18
33,5524,has_artist,James Gillinder and Sons,18
33,5523,has_artist,James Gillinder and Sons,18
2352,5523,has_artist,James Gillinder and Sons,18
2676,5526,has_artist,James Gillinder and Sons,18
35,744107,has_artist,Paulding Farnham|Tiffany & Co.,2
37,38,has_artist,Pierre Stephan,3
37,201402,has_artist,Pierre Stephan,3
38,201402,has_artist,Pierre Stephan,3
2960,8756,has_artist,New England Glass Company,73
6168,6812,has_artist,New England Glass Company,73
9120,9938,has_artist,New England Glass Company,73
786,6167,has_artist,New England Glass Company,73
7191,676878,has_artist,New England Glass Company,73
2696,5529,has_artist,New England Glass Company,73
6947,9173,has_artist,New England Glass Company,73
5529,21617,has_artist,New England Glass Company,73
2827,9363,has_artist,New England Glass Company,73
5532,14498,has_artist,New England Glass Company,73
9057,676878,has_artist,New England Glass Company,73
3521,816559,has_artist,New England Glass Company,73
40,5459,has_artist,New England Glass Company,73
2508,9057,has_artist,New England Glass Company,73
5530,5831,has_artist,New England Glass Company,73
108,7414,has_artist,John Bailey,2
5296,6716,has_artist,Paul Revere Jr.,32
2700,8380,has_artist,Paul Revere Jr.,32
426,7884,has_artist,Paul Revere Jr.,32
1398,8014,has_artist,Paul Revere Jr.,32
8288,8380,has_artist,Paul Revere Jr.,32
7808,8447,has_artist,Paul Revere Jr.,32
5296,5554,has_artist,Paul Revere Jr.,32
118,7994,has_artist,Paul Revere Jr.,32
118,7811,has_artist,Paul Revere Jr.,32
5296,8381,has_artist,Paul Revere Jr.,32
118,7865,has_artist,Paul Revere Jr.,32
5296,7841,has_artist,Paul Revere Jr.,32
7865,8014,has_artist,Paul Revere Jr.,32
5296,7203,has_artist,Paul Revere Jr.,32
7203,7808,has_artist,Paul Revere Jr.,32
3309,16395,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
239,9418,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
9448,16416,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
9468,17323,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
832,16416,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
9435,9480,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
240,9436,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
9480,16391,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
4014,17064,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
9432,16416,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
16391,17323,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
2324,3309,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
240,2322,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
239,9435,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
2325,9448,has_artist,Louis C. Tiffany|Tiffany Glass and Decorating Company,36
17523,19819,has_artist,Louis C. Tiffany,11
2046,784867,has_artist,Louis C. Tiffany,11
133,17469,has_artist,Louis C. Tiffany,11
2046,17469,has_artist,Louis C. Tiffany,11
133,17523,has_artist,Louis C. Tiffany,11
2174,19819,has_artist,Louis C. Tiffany,11
2046,701086,has_artist,Louis C. Tiffany,11
5402,17469,has_artist,Louis C. Tiffany,11
16753,17469,has_artist,Louis C. Tiffany,11
2174,17523,has_artist,Louis C. Tiffany,11
2046,2174,has_artist,Louis C. Tiffany,11
17469,17523,has_artist,Louis C. Tiffany,11
2174,17469,has_artist,Louis C. Tiffany,11
2046,16753,has_artist,Louis C. Tiffany,11
17469,784867,has_artist,Louis C. Tiffany,11
361,17701,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
13714,13717,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
548,7405,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
7705,13675,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
1104,2973,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
548,1175,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
3474,14172,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
2973,17700,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
1174,7705,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
8720,8763,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
552,13724,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
1216,8762,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
361,2973,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
647,4253,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
359,1866,has_artist,United Society of Believers in Christ’s Second Appearing (“Shakers”),51
1548,702902,has_artist,Wood and Hughes,7
4830,18879,has_artist,Wood and Hughes,7
1548,18879,has_artist,Wood and Hughes,7
205,4832,has_artist,Wood and Hughes,7
1548,4830,has_artist,Wood and Hughes,7
702895,702902,has_artist,Wood and Hughes,7
205,18879,has_artist,Wood and Hughes,7
4832,18879,has_artist,Wood and Hughes,7
1548,4832,has_artist,Wood and Hughes,7
4832,702895,has_artist,Wood and Hughes,7
4830,702895,has_artist,Wood and Hughes,7
18879,702902,has_artist,Wood and Hughes,7
4832,702902,has_artist,Wood and Hughes,7
205,702895,has_artist,Wood and Hughes,7
205,4830,has_artist,Wood and Hughes,7
214,15908,has_artist,Gustave Herter,3
214,712140,has_artist,Gustave Herter,3
15908,712140,has_artist,Gustave Herter,3
215,216,has_artist,Thomas Affleck,5
215,1663,has_artist,Thomas Affleck,5
215,2103,has_artist,Thomas Affleck,5
215,19525,has_artist,Thomas Affleck,5
216,1663,has_artist,Thomas Affleck,5
216,2103,has_artist,Thomas Affleck,5
216,19525,has_artist,Thomas Affleck,5
1663,2103,has_artist,Thomas Affleck,5
1663,19525,has_artist,Thomas Affleck,5
2103,19525,has_artist,Thomas Affleck,5
218,1438,has_artist,Henry Connelly,2
5027,14984,has_artist,Herter Brothers,35
20516,20608,has_artist,Herter Brothers,35
17473,17493,has_artist,Herter Brothers,35
5027,788934,has_artist,Herter Brothers,35
14971,21361,has_artist,Herter Brothers,35
14970,15552,has_artist,Herter Brothers,35
9724,16305,has_artist,Herter Brothers,35
4877,14970,has_artist,Herter Brothers,35
3453,14971,has_artist,Herter Brothers,35
16719,17493,has_artist,Herter Brothers,35
16576,16857,has_artist,Herter Brothers,35
1672,20608,has_artist,Herter Brothers,35
443,14971,has_artist,Herter Brothers,35
2021,14984,has_artist,Herter Brothers,35
3453,21361,has_artist,Herter Brothers,35
222,3554,has_artist,Heywood Brothers and Wakefield Company,2
224,225,has_artist,George Jakob Hunzinger,5
224,1771,has_artist,George Jakob Hunzinger,5
224,14488,has_artist,George Jakob Hunzinger,5
224,15593,has_artist,George Jakob Hunzinger,5
225,1771,has_artist,George Jakob Hunzinger,5
225,14488,has_artist,George Jakob Hunzinger,5
225,15593,has_artist,George Jakob Hunzinger,5
1771,14488,has_artist,George Jakob Hunzinger,5
1771,15593,has_artist,George Jakob Hunzinger,5
14488,15593,has_artist,George Jakob Hunzinger,5
1080,7589,has_artist,Léon Marcotte,17
1872,3684,has_artist,Léon Marcotte,17
228,1080,has_artist,Léon Marcotte,17
1775,13827,has_artist,Léon Marcotte,17
1775,8084,has_artist,Léon Marcotte,17
3684,13827,has_artist,Léon Marcotte,17
13827,13829,has_artist,Léon Marcotte,17
1082,7588,has_artist,Léon Marcotte,17
227,1081,has_artist,Léon Marcotte,17
228,13827,has_artist,Léon Marcotte,17
1082,13827,has_artist,Léon Marcotte,17
1774,8083,has_artist,Léon Marcotte,17
228,8084,has_artist,Léon Marcotte,17
1773,7588,has_artist,Léon Marcotte,17
1872,8083,has_artist,Léon Marcotte,17
230,7591,has_artist,Samuel McIntire,8
1777,4935,has_artist,Samuel McIntire,8
230,1674,has_artist,Samuel McIntire,8
4935,7591,has_artist,Samuel McIntire,8
4935,18077,has_artist,Samuel McIntire,8
1674,1778,has_artist,Samuel McIntire,8
1777,7591,has_artist,Samuel McIntire,8
7591,18077,has_artist,Samuel McIntire,8
1778,18077,has_artist,Samuel McIntire,8
230,4935,has_artist,Samuel McIntire,8
1674,4935,has_artist,Samuel McIntire,8
1778,7590,has_artist,Samuel McIntire,8
230,18077,has_artist,Samuel McIntire,8
230,1778,has_artist,Samuel McIntire,8
1778,7591,has_artist,Samuel McIntire,8
231,3157,has_artist,John and Joseph W. Meeks,2
1442,15388,has_artist,Charles-Honoré Lannuier,13
7505,15388,has_artist,Charles-Honoré Lannuier,13
5634,742888,has_artist,Charles-Honoré Lannuier,13
233,1442,has_artist,Charles-Honoré Lannuier,13
4538,742888,has_artist,Charles-Honoré Lannuier,13
5633,742888,has_artist,Charles-Honoré Lannuier,13
233,4538,has_artist,Charles-Honoré Lannuier,13
1442,4620,has_artist,Charles-Honoré Lannuier,13
4620,15387,has_artist,Charles-Honoré Lannuier,13
4538,15388,has_artist,Charles-Honoré Lannuier,13
1444,15388,has_artist,Charles-Honoré Lannuier,13
233,7505,has_artist,Charles-Honoré Lannuier,13
15388,19763,has_artist,Charles-Honoré Lannuier,13
233,19763,has_artist,Charles-Honoré Lannuier,13
5634,15387,has_artist,Charles-Honoré Lannuier,13
3498,7506,has_artist,Duncan Phyfe,38
267,19765,has_artist,Duncan Phyfe,38
3795,14842,has_artist,Duncan Phyfe,38
269,7593,has_artist,Duncan Phyfe,38
269,7917,has_artist,Duncan Phyfe,38
9827,10011,has_artist,Duncan Phyfe,38
3455,10011,has_artist,Duncan Phyfe,38
4599,14842,has_artist,Duncan Phyfe,38
355,10012,has_artist,Duncan Phyfe,38
1680,1784,has_artist,Duncan Phyfe,38
3795,9825,has_artist,Duncan Phyfe,38
7593,18371,has_artist,Duncan Phyfe,38
1896,5578,has_artist,Duncan Phyfe,38
1451,3455,has_artist,Duncan Phyfe,38
4599,7592,has_artist,Duncan Phyfe,38
236,237,has_artist,Pottier and Stymus Manufacturing Company,7
236,1683,has_artist,Pottier and Stymus Manufacturing Company,7
237,1529,has_artist,Pottier and Stymus Manufacturing Company,7
237,271,has_artist,Pottier and Stymus Manufacturing Company,7
237,1684,has_artist,Pottier and Stymus Manufacturing Company,7
271,1683,has_artist,Pottier and Stymus Manufacturing Company,7
235,237,has_artist,Pottier and Stymus Manufacturing Company,7
235,1529,has_artist,Pottier and Stymus Manufacturing Company,7
237,1683,has_artist,Pottier and Stymus Manufacturing Company,7
271,1529,has_artist,Pottier and Stymus Manufacturing Company,7
235,1684,has_artist,Pottier and Stymus Manufacturing Company,7
235,236,has_artist,Pottier and Stymus Manufacturing Company,7
236,1529,has_artist,Pottier and Stymus Manufacturing Company,7
1529,1683,has_artist,Pottier and Stymus Manufacturing Company,7
235,1683,has_artist,Pottier and Stymus Manufacturing Company,7
247,1703,has_artist,John Jelliff,5
247,5486,has_artist,John Jelliff,5
247,7599,has_artist,John Jelliff,5
247,9845,has_artist,John Jelliff,5
1703,5486,has_artist,John Jelliff,5
1703,7599,has_artist,John Jelliff,5
1703,9845,has_artist,John Jelliff,5
5486,7599,has_artist,John Jelliff,5
5486,9845,has_artist,John Jelliff,5
7599,9845,has_artist,John Jelliff,5
248,1528,has_artist,Joseph Meeks & Sons,5
248,1700,has_artist,Joseph Meeks & Sons,5
248,5635,has_artist,Joseph Meeks & Sons,5
248,7600,has_artist,Joseph Meeks & Sons,5
1528,1700,has_artist,Joseph Meeks & Sons,5
1528,5635,has_artist,Joseph Meeks & Sons,5
1528,7600,has_artist,Joseph Meeks & Sons,5
1700,5635,has_artist,Joseph Meeks & Sons,5
1700,7600,has_artist,Joseph Meeks & Sons,5
5635,7600,has_artist,Joseph Meeks & Sons,5
261,1624,has_artist,John Henry Belter|J. H. Belter & Co.,6
261,1736,has_artist,John Henry Belter|J. H. Belter & Co.,6
261,7553,has_artist,John Henry Belter|J. H. Belter & Co.,6
261,7585,has_artist,John Henry Belter|J. H. Belter & Co.,6
261,8489,has_artist,John Henry Belter|J. H. Belter & Co.,6
1624,1736,has_artist,John Henry Belter|J. H. Belter & Co.,6
1624,7553,has_artist,John Henry Belter|J. H. Belter & Co.,6
1624,7585,has_artist,John Henry Belter|J. H. Belter & Co.,6
1624,8489,has_artist,John Henry Belter|J. H. Belter & Co.,6
1736,7553,has_artist,John Henry Belter|J. H. Belter & Co.,6
1736,7585,has_artist,John Henry Belter|J. H. Belter & Co.,6
1736,8489,has_artist,John Henry Belter|J. H. Belter & Co.,6
7553,7585,has_artist,John Henry Belter|J. H. Belter & Co.,6
7553,8489,has_artist,John Henry Belter|J. H. Belter & Co.,6
7585,8489,has_artist,John Henry Belter|J. H. Belter & Co.,6
262,1735,has_artist,J. H. Belter & Co.|John Henry Belter,6
262,2249,has_artist,J. H. Belter & Co.|John Henry Belter,6
262,2251,has_artist,J. H. Belter & Co.|John Henry Belter,6
262,2252,has_artist,J. H. Belter & Co.|John Henry Belter,6
262,7586,has_artist,J. H. Belter & Co.|John Henry Belter,6
1735,2249,has_artist,J. H. Belter & Co.|John Henry Belter,6
1735,2251,has_artist,J. H. Belter & Co.|John Henry Belter,6
1735,2252,has_artist,J. H. Belter & Co.|John Henry Belter,6
1735,7586,has_artist,J. H. Belter & Co.|John Henry Belter,6
2249,2251,has_artist,J. H. Belter & Co.|John Henry Belter,6
2249,2252,has_artist,J. H. Belter & Co.|John Henry Belter,6
2249,7586,has_artist,J. H. Belter & Co.|John Henry Belter,6
2251,2252,has_artist,J. H. Belter & Co.|John Henry Belter,6
2251,7586,has_artist,J. H. Belter & Co.|John Henry Belter,6
2252,7586,has_artist,J. H. Belter & Co.|John Henry Belter,6
266,1834,has_artist,Auguste-Emile Rinquet-Leprince,8
265,266,has_artist,Auguste-Emile Rinquet-Leprince,8
265,2096,has_artist,Auguste-Emile Rinquet-Leprince,8
3683,7602,has_artist,Auguste-Emile Rinquet-Leprince,8
2096,7603,has_artist,Auguste-Emile Rinquet-Leprince,8
265,1834,has_artist,Auguste-Emile Rinquet-Leprince,8
7603,8082,has_artist,Auguste-Emile Rinquet-Leprince,8
7602,7603,has_artist,Auguste-Emile Rinquet-Leprince,8
3683,8082,has_artist,Auguste-Emile Rinquet-Leprince,8
266,7602,has_artist,Auguste-Emile Rinquet-Leprince,8
3683,7603,has_artist,Auguste-Emile Rinquet-Leprince,8
1834,7603,has_artist,Auguste-Emile Rinquet-Leprince,8
2096,8082,has_artist,Auguste-Emile Rinquet-Leprince,8
265,7602,has_artist,Auguste-Emile Rinquet-Leprince,8
2096,3683,has_artist,Auguste-Emile Rinquet-Leprince,8
274,1880,has_artist,Tobey Furniture Company,3
274,3185,has_artist,Tobey Furniture Company,3
1880,3185,has_artist,Tobey Furniture Company,3
9580,14829,has_artist,Frank Lloyd Wright,45
2235,9848,has_artist,Frank Lloyd Wright,45
9820,785555,has_artist,Frank Lloyd Wright,45
1692,8088,has_artist,Frank Lloyd Wright,45
367635,785535,has_artist,Frank Lloyd Wright,45
785549,785553,has_artist,Frank Lloyd Wright,45
785542,785549,has_artist,Frank Lloyd Wright,45
10023,14829,has_artist,Frank Lloyd Wright,45
10023,367651,has_artist,Frank Lloyd Wright,45
8090,785548,has_artist,Frank Lloyd Wright,45
2235,785562,has_artist,Frank Lloyd Wright,45
382030,785538,has_artist,Frank Lloyd Wright,45
785535,785547,has_artist,Frank Lloyd Wright,45
8088,785543,has_artist,Frank Lloyd Wright,45
1698,785538,has_artist,Frank Lloyd Wright,45
280,1969,has_artist,Archer and Warner,3
280,4705,has_artist,Archer and Warner,3
1969,4705,has_artist,Archer and Warner,3
282,21208,has_artist,Tiffany Studios|Agnes F. Northrop,2
285,6097,has_artist,Thomas Danforth Boardman,2
305,3839,has_artist,Louis Henry Sullivan,7
3842,5500,has_artist,Louis Henry Sullivan,7
3376,3842,has_artist,Louis Henry Sullivan,7
3376,3379,has_artist,Louis Henry Sullivan,7
3839,3842,has_artist,Louis Henry Sullivan,7
3379,3842,has_artist,Louis Henry Sullivan,7
306,3379,has_artist,Louis Henry Sullivan,7
3379,3839,has_artist,Louis Henry Sullivan,7
3379,5500,has_artist,Louis Henry Sullivan,7
305,306,has_artist,Louis Henry Sullivan,7
306,5500,has_artist,Louis Henry Sullivan,7
305,3376,has_artist,Louis Henry Sullivan,7
3376,3839,has_artist,Louis Henry Sullivan,7
306,3376,has_artist,Louis Henry Sullivan,7
305,5500,has_artist,Louis Henry Sullivan,7
309,3527,has_artist,Louis Henry Sullivan|Dankmar Adler,4
309,5501,has_artist,Louis Henry Sullivan|Dankmar Adler,4
309,7875,has_artist,Louis Henry Sullivan|Dankmar Adler,4
3527,5501,has_artist,Louis Henry Sullivan|Dankmar Adler,4
3527,7875,has_artist,Louis Henry Sullivan|Dankmar Adler,4
5501,7875,has_artist,Louis Henry Sullivan|Dankmar Adler,4
316,317,has_artist,Aaron Willard Jr.,2
2447,9856,has_artist,Boston & Sandwich Glass Company,87
5775,6432,has_artist,Boston & Sandwich Glass Company,87
7059,18844,has_artist,Boston & Sandwich Glass Company,87
757,3076,has_artist,Boston & Sandwich Glass Company,87
1307,7059,has_artist,Boston & Sandwich Glass Company,87
1220,5775,has_artist,Boston & Sandwich Glass Company,87
1220,5521,has_artist,Boston & Sandwich Glass Company,87
2956,9934,has_artist,Boston & Sandwich Glass Company,87
2950,7851,has_artist,Boston & Sandwich Glass Company,87
784,9759,has_artist,Boston & Sandwich Glass Company,87
2949,2953,has_artist,Boston & Sandwich Glass Company,87
1220,2949,has_artist,Boston & Sandwich Glass Company,87
2208,3763,has_artist,Boston & Sandwich Glass Company,87
2951,7147,has_artist,Boston & Sandwich Glass Company,87
1307,7147,has_artist,Boston & Sandwich Glass Company,87
322,386,has_artist,Samuel Danforth,5
322,3287,has_artist,Samuel Danforth,5
322,5328,has_artist,Samuel Danforth,5
322,6680,has_artist,Samuel Danforth,5
386,3287,has_artist,Samuel Danforth,5
386,5328,has_artist,Samuel Danforth,5
386,6680,has_artist,Samuel Danforth,5
3287,5328,has_artist,Samuel Danforth,5
3287,6680,has_artist,Samuel Danforth,5
5328,6680,has_artist,Samuel Danforth,5
335,8185,has_artist,William Bradford Jr.,2
336,6679,has_artist,Josiah Danforth,2
338,5789,has_artist,J. Eberly and Company,2
342,343,has_artist,Gershom Jones,5
342,3298,has_artist,Gershom Jones,5
342,6152,has_artist,Gershom Jones,5
342,6694,has_artist,Gershom Jones,5
343,3298,has_artist,Gershom Jones,5
343,6152,has_artist,Gershom Jones,5
343,6694,has_artist,Gershom Jones,5
3298,6152,has_artist,Gershom Jones,5
3298,6694,has_artist,Gershom Jones,5
6152,6694,has_artist,Gershom Jones,5
344,3301,has_artist,George Lightner,2
345,3349,has_artist,"Lyman, Fenton & Co.",14
2291,2540,has_artist,"Lyman, Fenton & Co.",14
2540,2578,has_artist,"Lyman, Fenton & Co.",14
345,8679,has_artist,"Lyman, Fenton & Co.",14
345,2540,has_artist,"Lyman, Fenton & Co.",14
3302,8676,has_artist,"Lyman, Fenton & Co.",14
2292,8679,has_artist,"Lyman, Fenton & Co.",14
345,434,has_artist,"Lyman, Fenton & Co.",14
345,8676,has_artist,"Lyman, Fenton & Co.",14
434,2578,has_artist,"Lyman, Fenton & Co.",14
346,3349,has_artist,"Lyman, Fenton & Co.",14
2143,5822,has_artist,"Lyman, Fenton & Co.",14
2291,8679,has_artist,"Lyman, Fenton & Co.",14
2291,8676,has_artist,"Lyman, Fenton & Co.",14
434,2291,has_artist,"Lyman, Fenton & Co.",14
3587,5869,has_artist,United States Pottery Company,42
521,5863,has_artist,United States Pottery Company,42
555,5608,has_artist,United States Pottery Company,42
3032,8049,has_artist,United States Pottery Company,42
348,554,has_artist,United States Pottery Company,42
3587,5608,has_artist,United States Pottery Company,42
2345,4588,has_artist,United States Pottery Company,42
6776,9578,has_artist,United States Pottery Company,42
6776,9733,has_artist,United States Pottery Company,42
4588,5867,has_artist,United States Pottery Company,42
2345,8049,has_artist,United States Pottery Company,42
3746,5862,has_artist,United States Pottery Company,42
5867,6776,has_artist,United States Pottery Company,42
5869,8049,has_artist,United States Pottery Company,42
5857,5869,has_artist,United States Pottery Company,42
351,2333,has_artist,Joseph Leddel Sr.|Joseph Leddel Jr.,2
7565,7799,has_artist,Myer Myers,15
7799,8013,has_artist,Myer Myers,15
2692,7565,has_artist,Myer Myers,15
429,5358,has_artist,Myer Myers,15
429,8466,has_artist,Myer Myers,15
549,8468,has_artist,Myer Myers,15
549,806,has_artist,Myer Myers,15
364,7565,has_artist,Myer Myers,15
2749,8466,has_artist,Myer Myers,15
7799,8684,has_artist,Myer Myers,15
2749,5358,has_artist,Myer Myers,15
7965,8013,has_artist,Myer Myers,15
806,2692,has_artist,Myer Myers,15
364,5358,has_artist,Myer Myers,15
2692,5358,has_artist,Myer Myers,15
377,2306,has_artist,Bailey and Kitchen|Taylor and Lawrie,2
2655,8179,has_artist,Adrian Bancker,7
8179,14210,has_artist,Adrian Bancker,7
378,14210,has_artist,Adrian Bancker,7
378,1480,has_artist,Adrian Bancker,7
6651,14210,has_artist,Adrian Bancker,7
378,2655,has_artist,Adrian Bancker,7
1480,8179,has_artist,Adrian Bancker,7
2655,6651,has_artist,Adrian Bancker,7
2655,14210,has_artist,Adrian Bancker,7
781,8179,has_artist,Adrian Bancker,7
1480,6651,has_artist,Adrian Bancker,7
378,6651,has_artist,Adrian Bancker,7
781,1480,has_artist,Adrian Bancker,7
781,14210,has_artist,Adrian Bancker,7
378,8179,has_artist,Adrian Bancker,7
379,7765,has_artist,Jurian Blanck Jr.,2
382,13404,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
6098,13406,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
6098,13407,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
380,5383,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
6098,13408,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
380,13403,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
2423,13408,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
6658,13406,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
13406,13408,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
6098,13404,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
5383,13408,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
2423,6098,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
382,13406,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
382,6658,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
6658,13407,has_artist,Thomas Danforth Boardman|Sherman Boardman,11
2657,2658,has_artist,Benjamin Burt,8
2657,6666,has_artist,Benjamin Burt,8
2657,8188,has_artist,Benjamin Burt,8
384,7927,has_artist,Benjamin Burt,8
6666,8188,has_artist,Benjamin Burt,8
6666,8187,has_artist,Benjamin Burt,8
2657,6667,has_artist,Benjamin Burt,8
2658,6667,has_artist,Benjamin Burt,8
2657,7927,has_artist,Benjamin Burt,8
384,6666,has_artist,Benjamin Burt,8
384,2657,has_artist,Benjamin Burt,8
6667,7927,has_artist,Benjamin Burt,8
384,6667,has_artist,Benjamin Burt,8
384,2658,has_artist,Benjamin Burt,8
7927,8188,has_artist,Benjamin Burt,8
388,419,has_artist,Cary Dunn,6
388,2788,has_artist,Cary Dunn,6
388,5330,has_artist,Cary Dunn,6
388,7781,has_artist,Cary Dunn,6
388,8197,has_artist,Cary Dunn,6
419,2788,has_artist,Cary Dunn,6
419,5330,has_artist,Cary Dunn,6
419,7781,has_artist,Cary Dunn,6
419,8197,has_artist,Cary Dunn,6
2788,5330,has_artist,Cary Dunn,6
2788,7781,has_artist,Cary Dunn,6
2788,8197,has_artist,Cary Dunn,6
5330,7781,has_artist,Cary Dunn,6
5330,8197,has_artist,Cary Dunn,6
7781,8197,has_artist,Cary Dunn,6
389,2477,has_artist,Joseph Edwards Jr.,5
389,2671,has_artist,Joseph Edwards Jr.,5
389,8367,has_artist,Joseph Edwards Jr.,5
389,8460,has_artist,Joseph Edwards Jr.,5
2477,2671,has_artist,Joseph Edwards Jr.,5
2477,8367,has_artist,Joseph Edwards Jr.,5
2477,8460,has_artist,Joseph Edwards Jr.,5
2671,8367,has_artist,Joseph Edwards Jr.,5
2671,8460,has_artist,Joseph Edwards Jr.,5
8367,8460,has_artist,Joseph Edwards Jr.,5
396,3295,has_artist,Ashbil Griswold,4
396,7572,has_artist,Ashbil Griswold,4
396,7574,has_artist,Ashbil Griswold,4
3295,7572,has_artist,Ashbil Griswold,4
3295,7574,has_artist,Ashbil Griswold,4
7572,7574,has_artist,Ashbil Griswold,4
397,6691,has_artist,Samuel Ely Hamlin,2
399,7435,has_artist,John Hull|Robert Sanderson Sr.,6
399,7436,has_artist,John Hull|Robert Sanderson Sr.,6
399,7523,has_artist,John Hull|Robert Sanderson Sr.,6
399,13502,has_artist,John Hull|Robert Sanderson Sr.,6
399,16953,has_artist,John Hull|Robert Sanderson Sr.,6
7435,7436,has_artist,John Hull|Robert Sanderson Sr.,6
7435,7523,has_artist,John Hull|Robert Sanderson Sr.,6
7435,13502,has_artist,John Hull|Robert Sanderson Sr.,6
7435,16953,has_artist,John Hull|Robert Sanderson Sr.,6
7436,7523,has_artist,John Hull|Robert Sanderson Sr.,6
7436,13502,has_artist,John Hull|Robert Sanderson Sr.,6
7436,16953,has_artist,John Hull|Robert Sanderson Sr.,6
7523,13502,has_artist,John Hull|Robert Sanderson Sr.,6
7523,16953,has_artist,John Hull|Robert Sanderson Sr.,6
13502,16953,has_artist,John Hull|Robert Sanderson Sr.,6
1317,8113,has_artist,Isaac Hutton,13
8113,8372,has_artist,Isaac Hutton,13
5586,5812,has_artist,Isaac Hutton,13
799,7790,has_artist,Isaac Hutton,13
5812,8113,has_artist,Isaac Hutton,13
400,8372,has_artist,Isaac Hutton,13
1317,8439,has_artist,Isaac Hutton,13
5812,8373,has_artist,Isaac Hutton,13
5586,8113,has_artist,Isaac Hutton,13
799,8373,has_artist,Isaac Hutton,13
5813,8731,has_artist,Isaac Hutton,13
5586,8372,has_artist,Isaac Hutton,13
400,1317,has_artist,Isaac Hutton,13
8113,8439,has_artist,Isaac Hutton,13
799,5586,has_artist,Isaac Hutton,13
404,5357,has_artist,"William Moulton, IV",4
404,6706,has_artist,"William Moulton, IV",4
404,8445,has_artist,"William Moulton, IV",4
5357,6706,has_artist,"William Moulton, IV",4
5357,8445,has_artist,"William Moulton, IV",4
6706,8445,has_artist,"William Moulton, IV",4
407,421,has_artist,Moody Russell,3
407,1475,has_artist,Moody Russell,3
421,1475,has_artist,Moody Russell,3
408,5366,has_artist,Shepherd and Boyd,2
409,2107,has_artist,Oliver Trask,3
409,3774,has_artist,Oliver Trask,3
2107,3774,has_artist,Oliver Trask,3
416,8247,has_artist,Benjamin Wynkoop,8
5378,8245,has_artist,Benjamin Wynkoop,8
416,8246,has_artist,Benjamin Wynkoop,8
8247,9981,has_artist,Benjamin Wynkoop,8
8246,9981,has_artist,Benjamin Wynkoop,8
7828,9985,has_artist,Benjamin Wynkoop,8
